filename,width,height,class,xmin,ymin,xmax,ymax
sehat14_jpg.rf.3475efe8f7e7d0c2b081777dee43c458.jpg,640,640,Kubis Sehat,302,200,424,312
sehat14_jpg.rf.3475efe8f7e7d0c2b081777dee43c458.jpg,640,640,Kubis Sehat,453,200,588,340
sehat14_jpg.rf.3475efe8f7e7d0c2b081777dee43c458.jpg,640,640,Kubis Sehat,141,313,268,442
sehat14_jpg.rf.3475efe8f7e7d0c2b081777dee43c458.jpg,640,640,Kubis Sehat,370,319,500,452
sehat14_jpg.rf.3475efe8f7e7d0c2b081777dee43c458.jpg,640,640,Kubis Sehat,227,182,335,319
sehat14_jpg.rf.3475efe8f7e7d0c2b081777dee43c458.jpg,640,640,Kubis Sehat,149,457,270,577
sehat14_jpg.rf.3475efe8f7e7d0c2b081777dee43c458.jpg,640,640,Kubis Sehat,270,11,414,162
sehat14_jpg.rf.3475efe8f7e7d0c2b081777dee43c458.jpg,640,640,Kubis Sehat,0,186,91,307
sehat14_jpg.rf.3475efe8f7e7d0c2b081777dee43c458.jpg,640,640,Kubis Sehat,492,484,598,592
sehat14_jpg.rf.3475efe8f7e7d0c2b081777dee43c458.jpg,640,640,Kubis Sehat,506,323,640,496
sehat14_jpg.rf.3475efe8f7e7d0c2b081777dee43c458.jpg,640,640,Kubis Sehat,95,232,176,321
sehat14_jpg.rf.3475efe8f7e7d0c2b081777dee43c458.jpg,640,640,Kubis Sehat,493,65,603,192
sehat14_jpg.rf.3475efe8f7e7d0c2b081777dee43c458.jpg,640,640,Kubis Sehat,62,310,161,422
sehat14_jpg.rf.3475efe8f7e7d0c2b081777dee43c458.jpg,640,640,Kubis Sehat,22,455,96,551
sehat14_jpg.rf.3475efe8f7e7d0c2b081777dee43c458.jpg,640,640,Kubis Sehat,283,316,401,437
sehat14_jpg.rf.3475efe8f7e7d0c2b081777dee43c458.jpg,640,640,Kubis Sehat,70,449,182,569
sehat14_jpg.rf.3475efe8f7e7d0c2b081777dee43c458.jpg,640,640,Kubis Sehat,130,43,201,126
sehat14_jpg.rf.3475efe8f7e7d0c2b081777dee43c458.jpg,640,640,Kubis Sehat,316,453,439,581
sehat14_jpg.rf.3475efe8f7e7d0c2b081777dee43c458.jpg,640,640,Kubis Sehat,403,482,502,575
sehat14_jpg.rf.3475efe8f7e7d0c2b081777dee43c458.jpg,640,640,Kubis Sehat,257,464,351,569
sehat14_jpg.rf.3475efe8f7e7d0c2b081777dee43c458.jpg,640,640,Kubis Sehat,403,230,485,308
sehat14_jpg.rf.3475efe8f7e7d0c2b081777dee43c458.jpg,640,640,Kubis Sehat,571,233,640,324
sehat14_jpg.rf.3475efe8f7e7d0c2b081777dee43c458.jpg,640,640,Kubis Sehat,67,556,192,640
sehat14_jpg.rf.3475efe8f7e7d0c2b081777dee43c458.jpg,640,640,Kubis Sehat,0,288,78,390
sehat14_jpg.rf.3475efe8f7e7d0c2b081777dee43c458.jpg,640,640,Kubis Sehat,475,333,561,431
sehat14_jpg.rf.3475efe8f7e7d0c2b081777dee43c458.jpg,640,640,Kubis Sehat,243,580,335,640
sehat14_jpg.rf.3475efe8f7e7d0c2b081777dee43c458.jpg,640,640,Kubis Sehat,444,0,593,72
sehat14_jpg.rf.3475efe8f7e7d0c2b081777dee43c458.jpg,640,640,Kubis Sehat,380,26,504,158
sehat14_jpg.rf.3475efe8f7e7d0c2b081777dee43c458.jpg,640,640,Kubis Sehat,581,487,640,589
sehat14_jpg.rf.3475efe8f7e7d0c2b081777dee43c458.jpg,640,640,Kubis Sehat,172,3,301,160
sehat14_jpg.rf.3475efe8f7e7d0c2b081777dee43c458.jpg,640,640,Kubis Sehat,42,35,143,138
sehat14_jpg.rf.3475efe8f7e7d0c2b081777dee43c458.jpg,640,640,Kubis Sehat,151,185,250,326
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,439,246,482,292
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,342,210,394,264
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,240,199,304,249
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,200,210,257,269
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,309,158,368,214
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,46,111,107,173
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,287,179,342,233
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,468,230,521,284
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,196,293,246,344
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,401,257,451,311
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,108,91,169,157
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,531,365,587,422
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,137,255,183,303
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,369,274,414,321
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,415,304,467,355
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,263,319,306,367
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,229,270,278,318
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,103,275,157,331
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,52,271,112,339
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,517,208,564,255
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,556,112,611,166
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,522,132,575,183
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,117,385,176,446
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,455,293,504,345
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,167,366,220,419
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,282,365,336,419
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,271,247,323,301
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,522,252,576,310
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,11,303,72,365
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,132,15,191,75
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,308,64,362,118
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,488,376,550,442
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,244,84,302,143
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,224,329,279,388
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,497,144,545,193
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,27,68,75,118
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,64,48,119,104
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,176,227,238,294
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,103,34,155,86
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,570,342,622,397
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,0,102,41,163
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,562,245,617,301
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,109,159,157,214
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,174,129,237,186
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,440,484,491,536
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,597,91,640,150
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,300,238,352,291
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,450,403,507,455
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,446,165,500,219
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,154,72,198,129
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,401,177,470,238
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,481,450,536,508
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,142,435,190,489
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,121,322,169,373
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,127,296,176,350
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,67,161,126,222
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,382,565,429,615
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,214,401,252,445
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,371,33,422,83
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,48,353,97,407
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,559,481,613,532
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,435,8,487,58
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,91,437,155,511
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,406,544,465,603
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,0,15,48,69
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,40,2,92,58
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,603,227,640,282
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,1,375,61,436
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,455,522,508,579
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,395,134,439,181
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,500,76,556,136
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,567,178,632,239
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,345,51,391,97
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,335,294,389,345
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,44,421,97,476
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,75,340,137,402
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,488,509,540,565
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,169,1,219,48
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,243,389,297,446
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,350,144,403,200
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,300,306,340,351
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,181,414,242,476
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,0,432,55,498
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,487,275,542,327
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,389,320,435,366
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,143,149,187,199
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,391,488,445,541
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,593,461,640,521
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,221,520,268,564
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,311,7,356,51
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,518,493,573,555
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,544,555,598,612
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,91,566,144,618
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,67,0,119,41
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,259,26,305,73
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,14,196,62,247
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,471,0,518,41
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,345,0,395,36
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,509,561,567,627
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,468,584,520,637
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,207,0,262,43
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,188,349,232,394
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,299,598,357,640
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,338,457,391,507
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,228,567,275,615
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,582,534,639,596
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,539,59,592,115
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,413,428,462,477
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,50,578,105,629
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,64,479,110,526
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,183,41,253,120
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,609,322,640,369
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,386,0,435,35
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,323,345,376,408
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,151,602,201,640
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,153,564,193,607
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,111,0,165,34
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,558,406,618,458
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,439,122,474,153
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,265,534,322,600
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,467,98,506,136
sehat11_jpg.rf.267004b36ca724a934373e7de7ef80c9.jpg,640,640,Kubis Sehat,407,23,450,72
sehat9_jpg.rf.05e2c461a6926528d4dce248bde4f050.jpg,640,640,Kubis Sehat,336,96,406,164
sehat9_jpg.rf.05e2c461a6926528d4dce248bde4f050.jpg,640,640,Kubis Sehat,315,129,379,207
sehat9_jpg.rf.05e2c461a6926528d4dce248bde4f050.jpg,640,640,Kubis Sehat,131,427,191,488
sehat9_jpg.rf.05e2c461a6926528d4dce248bde4f050.jpg,640,640,Kubis Sehat,389,23,452,83
sehat9_jpg.rf.05e2c461a6926528d4dce248bde4f050.jpg,640,640,Kubis Sehat,143,151,201,208
sehat9_jpg.rf.05e2c461a6926528d4dce248bde4f050.jpg,640,640,Kubis Sehat,233,271,308,344
sehat9_jpg.rf.05e2c461a6926528d4dce248bde4f050.jpg,640,640,Kubis Sehat,189,344,251,408
sehat9_jpg.rf.05e2c461a6926528d4dce248bde4f050.jpg,640,640,Kubis Sehat,256,412,325,482
sehat9_jpg.rf.05e2c461a6926528d4dce248bde4f050.jpg,640,640,Kubis Sehat,398,311,469,387
sehat9_jpg.rf.05e2c461a6926528d4dce248bde4f050.jpg,640,640,Kubis Sehat,56,543,135,616
sehat9_jpg.rf.05e2c461a6926528d4dce248bde4f050.jpg,640,640,Kubis Sehat,359,58,429,118
sehat9_jpg.rf.05e2c461a6926528d4dce248bde4f050.jpg,640,640,Kubis Sehat,147,384,222,455
sehat9_jpg.rf.05e2c461a6926528d4dce248bde4f050.jpg,640,640,Kubis Sehat,489,81,555,143
sehat9_jpg.rf.05e2c461a6926528d4dce248bde4f050.jpg,640,640,Kubis Sehat,346,312,388,355
sehat9_jpg.rf.05e2c461a6926528d4dce248bde4f050.jpg,640,640,Kubis Sehat,258,229,330,292
sehat9_jpg.rf.05e2c461a6926528d4dce248bde4f050.jpg,640,640,Kubis Sehat,46,143,124,218
sehat9_jpg.rf.05e2c461a6926528d4dce248bde4f050.jpg,640,640,Kubis Sehat,58,266,122,328
sehat9_jpg.rf.05e2c461a6926528d4dce248bde4f050.jpg,640,640,Kubis Sehat,89,226,154,286
sehat9_jpg.rf.05e2c461a6926528d4dce248bde4f050.jpg,640,640,Kubis Sehat,424,176,478,234
sehat9_jpg.rf.05e2c461a6926528d4dce248bde4f050.jpg,640,640,Kubis Sehat,158,5,211,59
sehat9_jpg.rf.05e2c461a6926528d4dce248bde4f050.jpg,640,640,Kubis Sehat,30,307,92,368
sehat9_jpg.rf.05e2c461a6926528d4dce248bde4f050.jpg,640,640,Kubis Sehat,450,284,515,347
sehat9_jpg.rf.05e2c461a6926528d4dce248bde4f050.jpg,640,640,Kubis Sehat,82,505,143,564
